@RELATION Heights

@ATTRIBUTE Height numeric
@ATTRIBUTE class {M,F}

@DATA
169.6738261,M
167.6846828,M
164.8710071,M
173.998283,M
177.8627748,M
163.9543889,M
184.0522809,M
177.7083367,M
176.0713713,M
176.7160799,M
176.9728946,M
175.8422166,M
163.6989047,M
171.3260717,M
186.6769472,M
180.2601511,M
189.7266277,M
173.1977655,M
177.4342967,M
170.681678,M
172.3181527,M
180.0275472,M
180.9575036,M
189.1359859,M
176.6653017,M
179.3418448,M
172.5818997,M
183.3524204,M
172.9045389,M
174.3464257,M
174.8262093,M
172.7712782,M
187.0238337,M
171.0773084,M
187.5583864,M
168.5496269,M
183.3208334,M
181.3776361,M
179.4989125,M
167.2289498,M
182.2851302,M
180.0066667,M
177.4032851,M
178.8382214,M
179.8970308,M
169.3560419,M
167.6068986,M
174.0587275,M
173.5126419,M
173.3876381,M
168.8479271,M
163.4806999,M
174.6791939,M
183.9817149,M
180.2181025,M
184.173941,M
178.7698536,M
183.7374258,M
183.0238783,M
177.8942721,M
175.876053,M
163.4984115,M
176.5171417,M
164.1045703,M
181.3851461,M
174.6346284,M
171.4945004,M
176.3784592,M
168.9972545,M
172.9484512,M
172.7684585,M
168.0839765,M
179.8431984,M
173.2597695,M
179.5623558,M
182.6184934,M
181.0498329,M
165.3515496,M
168.8818796,M
182.9358155,M
173.6420519,M
177.6022442,M
185.8969075,M
174.3559386,M
177.2929145,M
166.1685982,M
174.717898,M
168.3369963,M
183.8644254,M
172.8206255,M
182.2713239,M
180.1371671,M
184.6468854,M
180.5530043,M
178.0320146,M
181.8992706,M
192.9921829,M
181.1011272,M
169.968754,M
180.6286069,M
179.3198871,M
174.0107928,M
162.1655928,M
174.8013534,M
170.4274416,M
168.4695558,M
177.866191,M
166.7304731,M
170.7685287,M
181.0865857,M
176.4304989,M
174.9984287,M
176.82912,M
175.6097157,M
174.2747751,M
164.6457353,M
170.0402975,M
175.1065405,M
162.6404885,M
170.0100193,M
177.1616055,M
180.5794542,M
185.5459722,M
188.8464932,M
178.2695881,M
181.6783655,M
174.9529836,M
171.896674,M
182.1208356,M
174.7318091,M
169.3849615,M
185.5684963,M
186.7984443,M
182.4425526,M
194.2411149,M
180.1704557,M
183.9963319,M
183.1319503,M
173.2965019,M
172.1106404,M
156.8818538,M
174.4852729,M
181.5534726,M
181.9984308,M
182.2487501,M
183.2924124,M
178.9379715,M
173.3728994,M
169.6790672,M
171.3302691,M
177.2450251,M
171.3184882,M
166.8597877,M
156.960129,M
186.9652463,M
163.0209667,M
176.0851394,M
178.8279982,M
160.1604657,M
171.9703907,M
196.7144147,M
176.97352,M
180.784027,M
172.65231,M
175.1631945,M
190.1467053,M
166.9688656,M
171.3104033,M
167.4439683,M
171.8604458,M
177.0011272,M
181.1565491,M
181.249855,M
165.8181613,M
181.7179277,M
170.3428748,M
162.310178,M
180.7594918,M
173.4808717,M
174.733909,M
152.3539373,M
173.6395123,M
173.3767674,M
190.5252586,M
173.8533282,M
165.0631658,M
179.6168508,M
189.0534733,M
158.1744398,M
169.9381471,M
178.282598,M
180.5375256,M
193.3363537,M
181.0428227,M
176.1296107,M
172.8388618,M
176.0116674,M
186.6676605,M
168.4552574,M
182.5580608,M
170.9587001,M
174.9515237,M
179.7982054,M
177.7603886,M
171.8541383,M
175.6726735,M
175.8026265,M
172.72159,M
168.5585547,M
171.8853904,M
172.1727264,M
169.832121,M
180.0018483,M
183.501598,M
171.7193889,M
177.0340579,M
172.8834463,M
160.3203641,M
179.0838605,M
188.7167186,M
168.9572154,M
178.9827847,M
171.8393068,M
173.5439238,M
191.8543568,M
166.3147977,M
181.2693757,M
183.3248476,M
171.2423314,M
161.8062899,M
183.1083441,M
166.4046028,M
162.5883784,M
169.3151118,M
184.430591,M
170.1964595,M
176.9544725,M
165.2994497,M
175.8142405,M
170.8091646,M
178.3459658,M
170.6127128,M
176.3716256,M
179.5612976,M
165.2452387,M
173.6643306,M
168.697692,M
180.6350886,M
178.9020226,M
172.0895112,M
174.8078299,M
184.56759,M
200.6568056,M
170.6269698,M
169.508403,M
170.2971369,M
187.9930364,M
165.5946685,M
171.5188382,M
172.1340073,M
176.1745506,M
176.3664868,M
165.0519577,M
172.8158432,M
183.8076809,M
178.1393596,M
172.7078088,M
170.283098,M
185.8367628,M
179.2607833,M
175.6607557,M
187.9261927,M
176.3938324,M
176.4545733,M
181.6907771,M
183.6023682,M
172.1503872,M
172.2114923,M
180.4304124,M
173.7237166,M
174.6884657,M
180.9344509,M
171.3189801,M
169.8160623,M
168.107311,M
169.862263,M
174.2211939,M
162.5057996,M
168.8670903,M
167.3082036,M
175.8004541,M
186.7466698,M
165.6051128,M
178.6540168,M
177.2013242,M
179.5282065,M
172.5133599,M
182.5840911,M
180.6634966,M
170.3779452,M
172.7793707,M
172.6390573,M
169.8695697,M
178.7857386,M
186.8602975,M
167.1486546,M
179.235016,M
172.9382387,M
196.7625455,M
183.8795216,M
166.212628,M
167.4076596,M
192.0850396,M
176.8942554,M
177.1135655,M
175.2870299,M
175.2859571,M
174.4933651,M
178.8527238,M
172.43766,M
181.6669435,M
172.3134246,M
178.545204,M
179.9015517,M
175.6585111,M
188.335558,M
176.2630364,M
184.3980639,M
176.0971913,M
163.2197584,M
158.5428222,M
168.2219029,M
163.1627495,M
183.0966608,M
178.4308347,M
167.2036173,M
191.0309158,M
186.5955242,M
169.2375231,M
170.5977615,M
172.6951382,M
162.8769082,M
178.2494667,M
176.5873203,M
181.8864013,M
173.4255085,M
189.3940867,M
184.4880911,M
185.4354868,M
182.7797917,M
175.9824237,M
171.0996432,M
170.9050339,M
178.039057,M
163.4154532,M
177.4669624,M
162.5419637,M
169.4005137,M
183.9853095,M
176.9783817,M
171.8106522,M
173.7737572,M
183.1069777,M
178.4225342,M
181.2798326,M
180.6027764,M
176.2141706,M
178.147846,M
170.8950782,M
179.6874297,M
168.5735528,M
170.7538618,M
173.4049049,M
173.1530564,M
171.888899,M
168.8460855,M
194.4859547,M
175.1673775,M
184.0137243,M
172.8253102,M
169.4622512,M
179.5091931,M
181.5414149,M
181.8196888,M
171.2511253,M
176.6153333,M
179.7420798,M
171.7107629,M
180.945231,M
176.7385678,M
186.3493639,M
186.6859673,M
176.3013865,M
182.341221,M
171.7017536,M
171.8844527,M
174.2200293,M
181.2359367,M
172.5561879,M
171.2926392,M
177.7854964,M
174.0346495,M
169.3993851,M
173.9425245,M
187.9291505,M
186.2686334,M
184.3044731,M
171.8948756,M
177.6440108,M
165.926339,M
173.1419101,M
175.927408,M
177.8798592,M
175.3334466,M
175.6213733,M
169.6267557,M
176.4135053,M
181.4985943,M
178.6940739,M
183.1039775,M
175.8969705,M
169.4188138,M
172.9095342,M
161.0745214,M
171.2658874,M
179.0948774,M
174.4055286,M
170.5003844,M
176.5670929,M
152.2441701,M
172.7841616,M
171.7661722,M
176.956019,M
171.0690196,M
170.7914178,M
181.3031172,M
174.498316,M
161.0343481,M
183.4355898,M
177.6279678,M
163.8035201,M
181.8196808,M
177.068322,M
177.7192691,M
183.5253415,M
182.3601094,M
170.090851,M
173.4032962,M
170.2712597,M
166.9820692,M
175.5725669,M
180.754583,M
173.2525951,M
176.4619967,M
173.0876928,M
161.1855044,M
171.4788494,M
167.4808739,M
182.6101036,M
164.6025168,M
182.1932127,M
166.8895291,M
185.0595223,M
178.3658567,M
166.5295225,M
171.4424185,M
164.6457753,M
176.7808934,M
171.8868405,M
182.6427446,M
168.7881778,M
172.9892452,M
165.2978708,M
185.6028214,M
169.3075623,M
170.0108704,M
176.816995,M
175.5254262,M
166.3259839,M
164.3929204,M
175.3374482,M
159.8903356,M
172.7287981,M
171.513768,M
165.5927288,M
177.2174981,M
190.1959824,M
171.8885378,M
179.0436362,M
163.7928913,M
188.9695459,M
165.3389239,M
181.383316,M
181.9948717,M
170.1903537,M
176.1400437,M
174.0829201,M
184.4235514,M
173.3191508,M
180.68721,M
173.5421158,M
179.2562493,M
175.3381602,M
173.3971304,M
180.7733535,M
178.6247371,M
157.7559465,M
175.6539897,M
163.213769,M
176.5536828,M
186.9050829,M
186.4496078,M
168.0628217,M
182.525094,M
174.2098468,M
169.221758,M
178.5333964,M
178.8218909,M
186.6577305,M
163.4747443,M
172.1563276,M
182.4819277,M
175.0473838,M
172.8607166,M
161.976722,M
169.9037452,M
174.711037,M
172.2211535,M
160.7138048,M
171.1409314,M
162.7198986,M
188.0478783,M
181.1468336,M
178.8399695,M
176.6824836,M
158.3606588,M
181.2371503,M
180.0067711,M
161.9355381,M
169.3819959,M
170.3192006,M
184.756025,M
161.219932,M
180.7732922,M
163.7399578,M
168.678146,M
170.6984364,M
180.9839792,M
168.8801961,M
182.1776662,M
172.6691048,M
171.6560615,M
172.809142,M
165.0079819,M
174.0959905,M
172.5951273,M
195.0881128,M
167.0392735,M
178.7280973,M
173.5138,M
176.5026865,M
181.6001962,M
155.5161448,M
177.8610906,M
193.0231352,M
166.9795015,M
171.096493,M
178.8156807,M
168.6159491,M
172.3556093,M
192.2635576,M
156.1109732,M
150.8268499,M
168.6378515,M
180.5719837,M
176.7244925,M
170.9054191,M
186.99906,M
178.9589983,M
165.4407809,M
173.6345833,M
164.7096055,M
180.7448772,M
159.5454148,M
166.6462719,M
185.3333352,M
167.7524409,M
178.6662876,M
164.9475736,M
167.3180146,M
164.1194981,M
170.1381805,M
177.8495419,M
165.3678245,M
170.8383628,M
182.829224,M
173.9829757,M
180.2056693,M
164.2945875,M
175.4648929,M
170.3010811,M
170.5233443,M
177.146311,M
174.9921045,M
178.4436385,M
158.2608939,M
178.9735128,M
161.8359764,M
186.5874093,M
181.9867031,M
178.1642007,M
169.269585,M
179.7101105,M
173.1074372,M
175.1424474,M
180.6468996,M
174.872935,M
181.1892462,M
188.8241229,M
176.097823,M
180.6056569,M
181.6232239,M
181.8124278,M
178.6832984,M
168.6620885,M
189.2754051,M
183.4639513,M
185.68939,M
176.6774518,M
184.5515019,M
166.8901256,M
172.7498418,M
178.2794687,M
179.9313553,M
167.8225361,M
169.0576098,M
189.2832691,M
161.8803922,M
177.5363915,M
192.659285,M
173.7077285,M
180.3616927,M
173.3949377,M
183.8755283,M
170.6046736,M
176.2225333,M
173.8995102,M
173.8198005,M
175.2302485,M
179.3655617,M
165.1978714,M
185.4814823,M
174.5494177,M
175.0702844,M
190.873146,M
160.4118515,M
163.8242239,M
175.6904898,M
170.4794001,M
164.015158,M
177.7540045,M
170.9185699,M
171.6499977,M
177.8779102,M
170.9057625,M
172.0035852,M
180.9811403,M
180.2932806,M
169.6694004,M
168.6142831,M
186.724531,M
176.2103694,M
174.5503455,M
181.7098182,M
185.5957596,M
176.5432825,M
170.86291,M
175.301338,M
185.1377302,M
179.6057834,M
175.1694915,M
178.9993755,M
175.2759954,M
168.7739061,M
174.9421854,M
173.7948444,M
188.5754246,M
175.4353516,M
186.4386245,M
178.4955067,M
188.8257866,M
171.9715455,M
168.7942806,M
175.4015966,M
172.8107387,M
174.6599793,M
180.0669991,M
179.9991712,M
175.8292526,M
173.8365237,M
173.3638563,M
183.4559011,M
179.9509264,M
174.7193211,M
174.9419309,M
169.5272297,M
156.6555332,M
160.8613155,M
164.883928,M
185.3264293,M
177.988713,M
167.6779942,M
169.3767277,M
158.4998951,M
176.7516914,M
185.6356313,M
179.4483096,M
183.825047,M
175.9291092,M
168.1625167,M
164.0911309,M
173.6562366,M
174.9825911,M
165.240471,M
181.7015824,M
185.5718376,M
165.9517503,M
177.2880805,M
182.6227296,M
177.5283159,M
175.9211405,M
174.17016,M
188.3487838,M
171.4575349,M
184.8954551,M
175.0301079,M
174.5501443,M
173.5133484,M
155.1291972,M
176.7169226,M
180.7591454,M
182.292809,M
173.1312895,M
164.82168,M
168.8421327,M
170.6192469,M
158.9078394,M
177.9262438,M
176.08852,M
166.6244532,M
175.4570468,M
164.7763293,M
179.5883981,M
161.9116062,M
167.9093364,M
163.9934841,M
182.8626611,M
185.6121675,M
167.7287876,M
179.8401311,M
165.6194857,M
168.2567543,M
167.6310192,M
171.4925903,M
168.4199592,M
153.0835339,M
174.4906941,M
169.5047941,M
170.8741656,M
169.0626658,M
171.4915788,M
175.6378893,M
176.3169433,M
181.9058486,M
178.5897985,M
173.723787,M
172.1551976,M
179.0421937,M
189.7556888,M
170.4738857,M
171.753496,M
175.4411384,M
176.4250029,M
166.4196353,M
181.5159205,M
171.25757,M
184.0200705,M
183.1037905,M
181.1815342,M
175.9704462,M
179.7526559,M
166.1392331,M
159.4840385,M
173.4282583,M
167.9166122,M
175.388621,M
180.8786731,M
171.6886642,M
166.1390393,M
181.0342491,M
183.9788486,M
179.9787976,M
178.235556,M
183.1918732,M
177.905199,M
178.4265018,M
176.379515,M
173.8588055,M
184.6288258,M
178.2347861,M
186.5222416,M
177.5348851,M
185.8799303,M
173.7646379,M
178.0971041,M
174.1935233,M
164.0206921,M
164.8752634,M
176.9236119,M
176.7394073,M
177.8890736,M
170.6237755,M
179.4823424,M
172.7202061,M
175.5902971,M
172.8470655,M
169.5143356,M
178.9220889,M
176.2751098,M
177.6669962,M
174.6058421,M
165.6565775,M
171.4624492,M
164.7067103,M
175.5315216,M
175.151894,M
166.5006177,M
167.0113135,M
171.6149517,M
164.6633017,M
168.1019718,M
180.7790861,M
179.0248665,M
172.6668045,M
183.6655328,M
190.0276933,M
188.0029187,M
178.4006841,M
174.0624219,M
166.0806806,M
170.917627,M
167.3674219,M
188.2594207,M
173.9571771,M
181.4994781,M
175.8808917,M
166.3535123,M
169.7132886,M
182.3687454,M
172.9095431,M
178.3393731,M
195.1804042,M
161.8608062,M
160.5859748,M
170.6152901,M
175.1322888,M
178.8559552,M
178.0503859,M
173.2911438,M
165.2823328,M
164.1510613,M
173.6713085,M
167.0288733,M
182.7491554,M
169.4324102,M
173.4287172,M
185.3570335,M
173.0534282,M
174.2501283,M
166.4249478,M
181.4299063,M
188.318415,M
166.6237791,M
185.5109496,M
180.4922879,M
166.7792559,M
176.7058579,M
191.1590202,M
182.6537154,M
186.7956861,M
166.0896579,M
172.4527324,M
172.5159653,M
169.3132589,M
185.8816894,M
178.124834,M
184.7387407,M
175.1767509,M
176.4666935,M
157.9446385,M
172.8432681,M
166.6095265,M
178.6387422,M
184.1612019,M
180.7329806,M
172.7337897,M
185.3678045,M
172.0047192,M
174.0464669,M
168.532381,M
173.1774364,M
182.5719409,M
182.2845204,M
180.7299506,M
167.879571,M
179.8723348,M
181.1066754,M
177.3079783,M
166.4268685,M
174.1382179,M
183.5592316,M
161.4946372,M
180.4536804,M
166.8231108,M
165.6266605,M
164.6890118,M
177.710619,M
171.1414366,M
160.6062625,M
178.7533743,M
181.8857417,M
170.4023818,M
162.492835,M
171.6417009,M
165.58987,M
182.3262698,M
183.1347609,M
183.8253718,M
185.6721808,M
177.5727578,M
163.9845043,M
178.6791053,M
174.0890051,M
172.1850265,M
184.4779716,M
170.6791586,M
192.9050408,M
162.4488134,M
175.2921494,M
165.0145206,M
183.0205231,M
170.1207365,M
178.5114196,M
170.6706552,M
167.3938431,M
187.1900224,M
172.6556861,M
166.6999505,M
167.1928349,M
182.1583098,M
186.7008413,M
162.6420899,M
173.4309657,M
188.8203966,M
177.3212597,M
181.4015819,M
186.1604315,M
183.1010602,M
162.3429344,M
183.5082049,M
179.3164423,M
179.9986649,M
182.7743048,M
173.1104026,M
175.0810377,M
168.3999503,M
165.79479,M
173.9494344,M
166.7295012,M
174.9266258,M
173.8869517,M
176.0761156,M
178.9793689,M
184.5697144,M
176.1227551,M
174.1651569,M
181.9092731,M
175.0160124,M
184.5678404,M
181.3059905,M
178.5141521,M
179.6044313,M
174.0439757,M
156.8212706,M
174.6820585,M
186.8643363,M
169.0617152,M
178.5868355,M
184.3131202,M
187.1721123,M
173.0797703,M
173.8809352,M
187.5508804,M
169.3364495,M
188.9776716,M
172.1269434,M
162.7365104,M
169.2531919,M
176.2259689,M
177.8050296,M
189.4706303,M
173.891913,M
176.7375179,M
170.3011627,M
180.9074954,M
170.3666997,M
185.7240208,M
168.8171494,M
172.1772859,M
178.6877294,M
180.6594162,M
183.6358629,M
175.1465507,M
170.5445143,M
177.715671,M
174.174618,M
172.9561307,M
192.7490001,M
182.8587742,M
173.8801561,M
184.0662433,M
172.0523513,M
177.8884456,M
183.3699913,M
176.7660742,M
180.4693328,M
179.8562811,M
172.8772615,M
186.4131071,M
191.3676237,M
183.52187,M
168.0867106,M
156.6633418,M
182.6062334,M
158.6910789,M
172.6346725,M
177.0212564,M
159.889651,M
181.2530586,M
171.0242409,M
172.1603626,M
175.6699664,M
174.9125488,M
170.3726639,M
170.950601,M
171.5125839,M
174.1636717,M
181.778954,M
186.0019547,M
176.3772456,M
181.9226678,M
167.0520348,M
184.7711432,M
170.7674026,M
180.0296787,M
177.7055403,M
167.3157686,M
179.9823444,M
181.8511132,M
177.9295149,M
171.4501706,M
165.4776665,M
175.3183543,M
179.8876684,M
179.9827409,M
172.858303,M
177.3859207,M
161.2699321,M
169.2437605,M
180.0470508,M
171.0857588,M
178.9194112,M
176.3461336,M
174.8665968,M
181.1779405,M
191.2184314,M
173.5180384,M
169.6179583,M
179.2464159,M
170.1575653,M
171.724489,M
184.8566528,M
183.7899526,M
179.4255464,M
174.1479355,M
173.0716029,M
161.0186234,M
161.7250711,M
176.7281964,M
175.5190376,M
180.2469568,M
178.713614,M
175.8813866,M
175.0874562,M
183.9538138,M
173.8226632,M
181.8534137,M
185.3445176,M
174.5534342,M
179.3174473,M
179.1817799,M
155.2866476,M
179.8810316,M
172.3084837,M
183.7811203,M
178.022893,M
166.4053227,M
176.1952821,M
178.9042371,M
175.6744969,M
175.4694112,M
166.6875143,M
178.4458231,M
188.625167,M
186.507044,M
175.1408281,M
176.0461369,M
182.8027788,M
175.9297438,M
176.0784489,M
164.010384,M
176.7989418,M
182.8238565,M
181.3117452,M
175.0422063,M
179.4437335,M
181.8403374,M
182.5259866,M
162.9402276,M
172.9296672,M
180.8172951,M
173.3804478,M
173.1148848,M
168.3264534,M
164.4961388,M
164.0699251,M
171.2111143,M
183.1791037,M
173.0857157,M
176.6621852,M
182.3813181,M
172.9023397,M
173.9977614,M
175.8737708,M
159.5303189,M
162.0174609,M
181.5050068,M
178.7106456,M
178.9156226,M
173.6963427,M
180.2116602,M
180.608167,M
178.1435749,M
154.7767788,M
182.1240701,M
180.7452213,M
180.6627904,M
178.947026,M
183.80292,M
172.4831787,M
172.0213374,M
182.3064832,M
184.9036938,M
178.8253302,M
185.7836714,M
178.9148786,M
174.0460056,M
158.7366221,M
176.0877399,M
182.6724869,M
183.0404781,M
184.6763492,M
172.4528231,M
177.5286027,M
173.5307347,M
182.1287126,M
166.4723684,M
164.6466198,M
174.4735481,M
191.5849877,M
179.3080663,M
180.3571416,M
171.1032653,M
170.6042347,M
184.3735736,M
172.0083282,M
182.3053097,M
154.7780395,M
173.4197483,M
174.3715536,M
172.3075244,M
183.875548,M
176.1680273,M
176.5507816,M
170.1045275,M
172.869446,M
187.5727251,M
178.8883233,M
173.6359403,M
190.8984716,M
167.9416583,M
172.1454176,M
153.0786629,M
179.7803626,M
165.4031473,M
168.1852459,M
175.3041391,M
170.547106,M
176.4694214,M
177.1436535,M
173.4935213,M
180.4734997,M
172.6258553,M
167.0701721,M
179.1867907,M
174.891336,M
171.7456128,M
161.9606857,M
177.0815304,M
176.6799951,M
177.8227921,M
173.0021866,M
183.117409,M
185.6113759,M
187.7153223,M
170.1890318,M
166.9767621,M
162.2083465,M
172.1679516,M
172.8035872,M
168.9817961,M
176.16926,M
167.327422,M
173.6340801,M
191.8645418,M
172.2171913,M
172.3753531,M
168.9095494,M
164.9750617,M
176.1577037,M
172.5746741,M
171.3195869,M
176.8849336,M
184.0108403,M
171.3481431,M
177.6681811,M
182.0654092,M
165.0697489,M
152.9512271,M
181.3924155,M
175.0431414,M
186.9671306,M
174.4713684,M
188.7725213,M
171.0741276,M
173.6416605,M
176.9964543,M
174.8612507,M
169.037732,M
175.2398797,M
170.9891056,M
165.0013971,M
181.2635311,M
174.6209061,M
177.584335,M
187.8901771,M
175.4329436,M
174.6173432,M
172.6481713,M
167.1472781,M
164.0324823,M
178.9742489,M
181.1796063,M
180.26006,M
165.708673,M
176.5331061,M
178.2887322,M
173.9885794,M
175.7472341,M
179.2309371,M
176.3432661,M
177.2358027,M
171.3767717,M
163.6637995,M
169.9266616,M
178.1810517,M
169.3850777,M
156.4922462,M
173.1348205,M
175.8177027,M
177.9674614,M
177.5039652,M
175.3459121,M
179.622296,M
175.4700656,M
173.7699499,M
178.0597054,M
183.3809646,M
181.9579129,M
174.3644273,M
168.6011648,M
175.4433293,M
174.9010478,M
183.6155741,M
166.3439965,M
179.4242045,M
182.7763369,M
180.4752524,M
177.2416169,M
176.3553984,M
183.6706026,M
167.1571763,M
167.4240255,M
179.4387847,M
165.6946182,M
178.3001778,M
162.7336397,M
169.7208968,M
188.2452527,M
175.263905,M
177.7915232,M
171.3681377,M
189.0943833,M
178.1025083,M
174.7172436,M
172.0272139,M
179.9332758,M
178.6450967,M
176.4726212,M
180.2568571,M
162.9263232,M
179.4883368,M
176.5084695,M
173.9624765,M
170.011694,M
169.8172721,M
177.4480553,M
169.4060529,M
179.2407487,M
163.3945937,M
165.0781675,M
173.0476361,M
182.7648875,M
174.5824524,M
180.2435868,M
180.0847724,M
182.459544,M
166.910975,M
173.9679318,M
178.1057611,M
169.8428041,M
184.0119098,M
180.07048,M
173.5058111,M
181.8507488,M
174.9531158,M
176.1574322,M
177.8943819,M
174.4255203,M
168.8271405,M
178.5609469,M
183.7696137,M
178.7650273,M
165.1276975,M
173.1170321,M
177.6062341,M
186.5191506,M
161.8494592,M
158.1369366,M
183.4137892,M
188.580075,M
178.0913218,M
183.3910574,M
172.9558511,M
172.8242785,M
181.4141332,M
185.0979361,M
176.8902248,M
171.9181869,M
171.1531654,M
161.083659,M
165.6475122,M
176.4432814,M
175.0840519,M
175.8112032,M
175.1118129,M
171.3300289,M
166.0561449,M
176.8838522,M
164.5677459,M
174.9119885,M
170.391491,M
170.2787177,M
170.9301905,M
179.1948488,M
166.1284097,M
170.4596549,M
169.8313217,M
182.7666191,M
162.6559093,M
156.5296871,M
180.2373613,M
169.9561327,M
175.8204976,M
171.1319027,M
181.7143489,M
182.6022883,M
186.9699462,M
162.8046669,M
180.2450475,M
178.5118901,M
171.3089134,M
176.4616648,M
174.6088637,M
180.0897104,M
169.3385664,M
172.1835503,M
173.880869,M
176.555025,M
177.2147953,M
168.8775676,M
184.7256153,M
181.5850551,M
181.5428692,M
164.1842001,M
177.012215,M
177.8124122,M
170.2633874,M
177.5086649,M
166.0087086,M
163.6905481,M
173.4475213,M
177.6385762,M
173.6916049,M
171.4778128,M
182.5563635,M
182.978919,M
174.469884,M
174.469692,M
171.6002388,M
176.5697267,M
183.3978474,M
181.1165143,M
176.8716976,M
175.784125,M
170.6678732,M
183.3113178,M
176.8565337,M
172.4682225,M
164.5070777,M
175.3273127,M
176.2264687,M
160.0516111,M
177.2257591,M
178.3828539,M
164.9367908,M
193.7224164,M
168.8170533,M
173.7663602,M
182.3238859,M
171.1532074,M
178.0417449,M
184.7103322,M
179.1983931,M
163.7894214,M
173.7867562,M
171.1878293,M
177.1953018,M
169.7019765,M
176.2632791,M
178.8660222,M
159.2410426,M
180.8522156,M
165.190896,M
176.7227638,M
187.4492976,M
172.9436444,M
181.4758719,M
172.8156982,M
172.1481708,M
173.1751621,M
185.3969256,M
177.5639847,M
173.2249414,M
174.7131812,M
171.6236984,M
179.8945925,M
187.153464,M
159.8959217,M
166.2578713,M
184.7501842,M
174.8541348,M
171.3663982,M
155.7743945,M
186.3302926,M
165.504975,M
182.8338476,M
179.9940529,M
171.7527585,M
173.5791217,M
178.6829475,M
179.0260107,M
172.1708069,M
184.0499463,M
178.8974027,M
180.4755536,M
176.8422093,M
166.8332061,M
178.8861106,M
176.7294546,M
172.9358663,M
184.4472753,M
180.2307547,M
199.4616545,M
169.6109978,M
175.8621109,M
172.0194223,M
183.2369465,M
172.211099,M
181.4999222,M
167.7555882,M
171.8916008,M
169.5034305,M
176.7483288,M
165.4066674,M
171.3014997,M
177.3328926,M
186.4695443,M
168.2051963,M
177.6500715,M
182.4721845,M
185.9415696,M
187.5711044,M
170.9947717,M
181.6710559,M
181.1513473,M
173.2132687,M
164.347632,M
190.1009015,M
172.4416292,M
176.1645161,M
180.2156152,M
175.7617718,M
175.9404719,M
174.8141069,M
170.0436046,M
177.5988888,M
175.5980267,M
182.4820034,M
188.1298725,M
169.3618699,M
157.2015131,M
170.8159735,M
160.0421552,M
183.0718281,M
190.2084556,M
179.4770341,M
166.9740428,M
184.814745,M
171.803605,M
154.2315423,M
162.2384586,M
161.9881516,M
183.7997645,M
178.8316759,M
174.32822,M
168.6681467,M
168.5286995,M
178.7017841,M
171.511792,M
176.6795547,M
167.7166469,M
174.0098418,M
180.926566,M
172.4162343,M
169.8575075,M
167.5187362,M
177.8510857,M
173.4712772,M
177.8350005,M
175.6932259,M
177.2327842,M
172.9432759,M
176.8050781,M
177.1779716,M
177.4042812,M
181.1126063,M
166.0198999,M
171.0151546,M
177.4496236,M
174.6719566,M
178.4923591,M
173.1490963,M
174.6723574,M
166.3822496,M
177.7831186,M
183.6881571,M
184.5554569,M
175.5491242,M
177.8781359,M
171.8450802,M
180.7486979,M
165.2974912,M
184.2668211,M
167.4493966,M
183.7702722,M
161.365271,M
183.7021943,M
173.904176,M
172.0715556,M
170.935594,M
162.7300697,M
176.6053648,M
178.0708678,M
169.6082875,M
172.612253,M
169.4618755,M
181.3945756,M
181.3688787,M
176.096202,M
180.2802865,M
173.2420745,M
174.7352998,M
158.6315932,M
166.4779864,M
181.4285642,M
175.4880978,M
168.1321804,M
180.712632,M
165.0256249,M
173.0898774,M
159.1881169,M
163.896906,M
176.3044618,M
168.0629935,M
178.275032,M
180.294974,M
177.1608638,M
175.2363281,M
172.7047469,M
175.5800967,M
175.6765317,M
172.4698479,M
171.9362326,M
183.9733908,M
168.9852001,M
171.1788005,M
182.4129088,M
166.52716,M
173.4337405,M
187.0688114,M
172.5548757,M
171.2717606,M
182.8946458,M
178.8080727,M
172.6936146,M
181.82151,M
173.5136949,M
176.7615968,M
178.0411351,M
177.0638477,M
177.1433626,M
166.1845365,M
173.4988283,M
170.6327154,M
182.0622589,M
171.1751054,M
181.9541718,M
177.0800465,M
170.6234129,M
178.9066816,M
179.8082057,M
173.3086148,M
177.0461829,M
179.5566578,M
177.2445524,M
172.6083644,M
183.5615395,M
191.6202871,M
174.1884535,M
182.0554992,M
174.6941261,M
177.3972143,M
183.8566133,M
178.6002254,M
183.1752698,M
164.348188,M
172.701494,M
171.2337465,M
177.9670656,M
173.8106058,M
168.510566,M
185.4350012,M
173.2428402,M
170.6189843,M
181.5390199,M
177.8364883,M
188.9841261,M
181.4924917,M
162.6682668,M
166.5217756,M
171.5657473,M
163.1132732,M
184.2564176,M
171.443151,M
169.4169993,M
176.2370388,M
184.3719321,M
178.5329992,M
182.1239947,M
181.1783638,M
169.4534331,M
186.4667823,M
182.3613539,M
174.8341109,M
190.428717,M
160.7207839,M
180.0456363,M
175.6152958,M
170.8657842,M
177.5296382,M
187.109795,M
166.4432956,M
174.012482,M
176.0139481,M
179.1771916,M
187.7378749,M
171.1858928,M
184.7569838,M
183.33007,M
175.2475722,M
169.3387527,M
180.0392847,M
179.7720935,M
177.9808066,M
170.4068278,M
167.8115717,M
180.0219705,M
180.3304972,M
174.5680354,M
177.1894807,M
171.1558188,M
170.6783165,M
170.3610074,M
181.081619,M
158.6753316,M
176.63591,M
178.0296681,M
180.7326226,M
169.8785382,M
165.0513591,M
177.8733284,M
168.0105044,M
186.0719688,M
175.7724679,M
